SERIAL_NUMBER,VIOLATION_STATUS,VIOLATION_CODE,VIOLATION_DESCRIPTION,ObjectId
DAOOEW3S4,OUT OF COMPLIANCE,H096,VENT SCREENS - PREMISES,16690
DAAAR5F4Q,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16691
DADHGO2PK,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16692
DAJGORUST,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16693
DAE3K1DHX,OUT OF COMPLIANCE,H037,VENTILATION - UNIT,16694
DA0VIDDSO,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16695
DAOOEW3S4,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,16696
DAD1GPUXL,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16697
DAFGVFRCW,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16698
DAJGORUST,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16699
DAFPUMBH0,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16700
DA0VIDDSO,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16701
DAOOEW3S4,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,16702
DAD1GPUXL,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16703
DAFGVFRCW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16704
DAJGORUST,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16705
DAFPUMBH0,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,16706
DAOOEW3S4,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16707
DA1RHT0T4,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16708
DAPA71OP2,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16709
DAGAOAOB0,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16710
DAYPZUFV1,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16711
DA1RHT0T4,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16712
DAFPUMBH0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16713
DAJGORUST,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,16714
DAEP400PZ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16715
DAFPUMBH0,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16716
DAEP400PZ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16717
DAJGORUST,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,16718
DA1RHT0T4,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT,16719
DAIQBYIQU,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16720
DAGAOAOB0,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16721
DAEP400PZ,OUT OF COMPLIANCE,H017,INOPERABLE - UNIT,16722
DAJGORUST,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,16723
DA1RHT0T4,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16724
DAYTNDCOA,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16725
DAIQBYIQU,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16726
DAGAOAOB0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16727
DAFQ0QLEO,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16728
DAMTJCRVH,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,16729
DA1RHT0T4,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16730
DAYTNDCOA,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16731
DALAPP0NZ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16732
DAGAOAOB0,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,16733
DAHDJRPUM,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16734
DAQFZJENR,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16735
DA1RHT0T4,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",16736
DAZQR0NT0,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,16737
DAGAOAOB0,OUT OF COMPLIANCE,H085,LAUNDRY ROOM/REC ROOM - PREMISES,16738
DAIA3NQIX,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16739
DAQFZJENR,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16740
DA1RHT0T4,OUT OF COMPLIANCE,H011,COVER PLATES - UNIT,16741
DA0PVW6MG,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16742
DAGAOAOB0,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16743
DAIA3NQIX,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16744
DATX3Q3GX,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16745
DA1RHT0T4,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16746
DA1YKJVEW,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,16747
DAGAOAOB0,OUT OF COMPLIANCE,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES,16748
DAIHOBLI5,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16749
DATX3Q3GX,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,16750
DA1Y5Q2ZN,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16751
DA1YKJVEW,OUT OF COMPLIANCE,H095,STAIRS - PREMISES,16752
DAGEJQTIV,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,16753
DAIHOBLI5,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16754
DATX3Q3GX,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16755
DAZZFMSXA,OUT OF COMPLIANCE,H066,SEWER/DRAIN LINES - PREMISES,16756
DAZZFMSXA,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,16757
DAZZFMSXA,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16758
DA099PFVP,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16759
DA0XAD0TO,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,16760
DA0XAD0TO,OUT OF COMPLIANCE,H031,CAST-OFFS/DEBRIS/WASTE - UNIT,16761
DA1QZJOEE,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16762
DA1QZJOEE,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,16763
DA874H3SB,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16764
DAHX0GE09,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16765
DA2Y06GBP,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,16766
DAHX0GE09,OUT OF COMPLIANCE,H057,COCKROACHES - PREMISES,16767
DAK9AP2KM,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16768
DA2Y06GBP,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16769
DAKX0AOUE,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16770
DA1YKJVEW,OUT OF COMPLIANCE,H091,WALL/CEILING/FLOOR - MOLD - PREMISES,16771
DA2Y06GBP,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",16772
DAIHOBLI5,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16773
DANXZSUCV,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16774
DA1YKJVEW,OUT OF COMPLIANCE,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES,16775
DAIHOBLI5,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,16776
DA2R2WIQC,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,16777
DAIKQZGAC,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16778
DA3148659,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16779
DAKQY1PEM,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16780
DA48ROFRB,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16781
DAN0MG0ZB,OUT OF COMPLIANCE,H091,WALL/CEILING/FLOOR - MOLD - PREMISES,16782
DA48ROFRB,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16783
DAOENUETQ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16784
DA4INBQKP,OUT OF COMPLIANCE,H010,SEWER/DRAIN LINES - UNIT,16785
DAOENUETQ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16786
DABVPS8DZ,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT,16787
DAOENUETQ,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16788
DAE9BLYPQ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16789
DAORCLTVU,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16790
DAE9BLYPQ,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16791
DAORCLTVU,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16792
DAF8NHI6T,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16793
DAORCLTVU,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16794
DAGQEAM8U,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16795
DAORCLTVU,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,16796
DAI4WRENL,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT,16797
DAOXGUOU9,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16798
DAOXGUOU9,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16799
DAQ1FT4PR,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16800
DANY0JA0N,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16801
DANY0JA0N,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16802
DANY0JA0N,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",16803
DAOWHTDPL,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16804
DAOWHTDPL,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16805
DAOWHTDPL,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16806
DAOZERNJB,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16807
DATXHU1XW,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16808
DATXHU1XW,OUT OF COMPLIANCE,H057,COCKROACHES - PREMISES,16809
DAWGULHGK,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16810
DAX6MHMYH,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16811
DA0CZKGF7,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16812
DA0CZKGF7,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16813
DA0CZKGF7,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16814
DA0CZKGF7,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16815
DA4TGFHNF,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16816
DA4TGFHNF,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,16817
DA6WXEDGR,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,16818
DA6WXEDGR,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16819
DA6WXEDGR,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,16820
DA9PDHJM6,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16821
DAF4A0UQE,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16822
DAF4A0UQE,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,16823
DAF59IGCE,OUT OF COMPLIANCE,H076,APPLIANCES - PREMISES,16824
DAFZNJTFA,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16825
DAFZNJTFA,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,16826
DAFZNJTFA,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,16827
DAJJZQDCD,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16828
DAJJZQDCD,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16829
DAJXN8HJG,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16830
DAMBSBLLV,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16831
DAMBSBLLV,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16832
DAR9MVLDC,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16833
DARBARLRW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16834
DASCYWWT5,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,16835
DASYPMVEX,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16836
DAUTPDEGC,OUT OF COMPLIANCE,H004,BEDBUGS - UNIT,16837
DAVECECNQ,OUT OF COMPLIANCE,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES,16838
DAVECECNQ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16839
DAVLEWY0Z,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16840
DAVLEWY0Z,OUT OF COMPLIANCE,H011,COVER PLATES - UNIT,16841
DAVLEWY0Z,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16842
DAVLEWY0Z,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,16843
DAVLEWY0Z,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16844
DAVLEWY0Z,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16845
DAYTAHSNJ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16846
DAYTAHSNJ,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16847
DAYTAHSNJ,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16848
DAKQ430IO,OUT OF COMPLIANCE,H092,WINDOWS/SCREENS - PREMISES,16849
DAKQ430IO,OUT OF COMPLIANCE,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES,16850
DADRK6Q8F,OUT OF COMPLIANCE,H048,DRAINAGE ISSUES,16851
DADRK6Q8F,OUT OF COMPLIANCE,H069,WIRING - PREMISES,16852
DADY0GNRJ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16853
DADY0GNRJ,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT,16854
DADY0GNRJ,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16855
DADY0GNRJ,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",16856
DAH8S0B00,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16857
DAH8S0B00,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16858
DAH8S0B00,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,16859
DAH8S0B00,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,16860
DAHVQR2LG,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16861
DAHVQR2LG,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16862
DAHVQR2LG,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16863
DAIW8AFPG,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16864
DAIW8AFPG,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16865
DAIW8AFPG,OUT OF COMPLIANCE,H002,FLIES - UNIT,16866
DAIW8AFPG,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,16867
DAIY7ANSE,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16868
DAKBOPDHV,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16869
DAKBOPDHV,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16870
DAKBOPDHV,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,16871
DAKWG2KW0,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,16872
DAM8EC4DY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16873
DAM8EC4DY,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16874
DAM8EC4DY,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16875
DAMFMZP6R,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16876
DANVWRBNP,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16877
DAOF0KGEW,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16878
DAOF0KGEW,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16879
DAOF0KGEW,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16880
DAOF0KGEW,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,16881
DAOF0KGEW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16882
DAOHVIYNL,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,16883
DAOHVIYNL,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16884
DAPLYLW0Q,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16885
DAPLYLW0Q,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16886
DAPLYLW0Q,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16887
DAPLYLW0Q,OUT OF COMPLIANCE,H037,VENTILATION - UNIT,16888
DAPLYLW0Q,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,16889
DAPLYLW0Q,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16890
DARBF27QB,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16891
DARBF27QB,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16892
DARD4JL8Y,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16893
DARD4JL8Y,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,16894
DARD4JL8Y,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16895
DARD4JL8Y,OUT OF COMPLIANCE,H007,WATER LINE - UNIT,16896
DARDFCF5V,OUT OF COMPLIANCE,H036,WINDOWS/SCREENS - UNIT,16897
DARDFCF5V,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16898
DARDFCF5V,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16899
DARPEOHQT,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16900
DAAONIT0I,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16901
DAKA9LSQ8,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,16902
DARPEOHQT,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16903
DAB3JS2R5,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,16904
DAJZQF3VY,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16905
DAJZQF3VY,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16906
DAJZQF3VY,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16907
DAJZQF3VY,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,16908
DAKJFWIZ2,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16909
DATBS2LWB,OUT OF COMPLIANCE,P069,POOL AND  DECK - CLEANING / SANITATION,16910
DATNEUVYG,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,16911
DATNEUVYG,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16912
DATNEUVYG,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16913
DATNEUVYG,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,16914
DATNEUVYG,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16915
DATNEUVYG,OUT OF COMPLIANCE,H015,TUB/SHOWER STALL - UNIT,16916
DAYAENA71,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16917
DAYAENA71,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16918
DAZSRQYCZ,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,16919
DAZSRQYCZ,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16920
DA4DGLHC5,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16921
DA4DGLHC5,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16922
DA4DGLHC5,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16923
DA4DGLHC5,OUT OF COMPLIANCE,H005,RATS/MICE - UNIT,16924
DA4DGLHC5,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",16925
DA60E8LWG,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16926
DA60E8LWG,OUT OF COMPLIANCE,H020,APPLIANCES - UNIT,16927
DA60E8LWG,OUT OF COMPLIANCE,H014,TANK/BASE/BOWL/OTHER - UNIT,16928
DA9LHXVOD,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16929
DAAYVYL0L,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16930
DAAYVYL0L,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16931
DACJPEYRW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16932
DACJPEYRW,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16933
DACJPEYRW,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16934
DACJPEYRW,OUT OF COMPLIANCE,H038,ROOF - UNIT,16935
DAHJVVHCW,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16936
DALJRRACM,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16937
DAPSJKOF6,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16938
DAQ6KLTWI,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16939
DAT5FP6WY,OUT OF COMPLIANCE,H044,FAUCET FIXTURES - UNIT,16940
DAT5FP6WY,OUT OF COMPLIANCE,H035,WALL/CEILING/FLOOR - MOLD - UNIT,16941
DAT5FP6WY,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16942
DATW00MCF,OUT OF COMPLIANCE,H012,OUTLET/FIXTURES - UNIT,16943
DATW00MCF,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16944
DATW00MCF,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16945
DAB8WMQNX,OUT OF COMPLIANCE,H001,COCKROACHES - UNIT,16946
DAB8WMQNX,OUT OF COMPLIANCE,H019,MISSING COMFORT HEAT - UNIT,16947
DAB8WMQNX,OUT OF COMPLIANCE,H006,NO HOT-WATER - UNIT,16948
DACJFVWK0,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16949
DACJFVWK0,OUT OF COMPLIANCE,H027,INADEQUATE LIGHTING - UNIT,16950
DACJFVWK0,OUT OF COMPLIANCE,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT,16951
DAHSGTI1W,OUT OF COMPLIANCE,H030,REFUSE AREA/BINS - UNIT,16952
DAK2I7PAE,OUT OF COMPLIANCE,H033,WALL/CEILING/FLOOR - GENERAL - UNIT,16953
DAK2I7PAE,OUT OF COMPLIANCE,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT",16954
DACTQKTLE,OUT OF COMPLIANCE,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES,16955
